Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Oakleigh East,41 Clayton Rd,2,h,1114000,S,Ray,3/6/17,12.3,3166,2,1,1,703,90,1960,Monash City Council,-37.90241,145.12378,Southern Metropolitan,2547
Bentleigh East,31 Pasadena Cr,3,h,1160000,S,Woodards,14/10/2017,13.8,3165,3,1,3,560,200,1960,Glen Eira City Council,-37.93016,145.0726,Southern Metropolitan,10969
Port Melbourne,366 Williamstown Rd,4,h,2105000,S,Cayzer,3/12/16,3.8,3207,4,2,3,611,181,1940,Melbourne City Council,-37.8349,144.9266,Southern Metropolitan,8648
Mont Albert,72 Churchill St,4,h,3900000,PI,Jellis,25/02/2017,11.8,3127,4,2,6,2187,327,1903,Boroondara City Council,-37.8186,145.1134,Eastern Metropolitan,2079
Brunswick,26 Warburton St,3,h,1340000,S,Nelson,27/11/2016,5.2,3056,3,1,1,316,132,1910,Moreland City Council,-37.7741,144.9703,Northern Metropolitan,11918
Viewbank,28 Kuranga Rd,3,h,940000,SA,Nelson,17/06/2017,8.9,3084,3,2,2,541,540,1960,Banyule City Council,-37.73136,145.09562,Eastern Metropolitan,2698
Essendon,242 Buckley St,3,h,1100000,VB,Nelson,4/6/16,8,3040,3,2,1,789,257,1890,Moonee Valley City Council,-37.7558,144.9073,Western Metropolitan,9264
Bentleigh East,3 Veronica St,3,h,1390000,S,Buxton,7/5/16,13.9,3165,4,2,2,590,118,1960,Glen Eira City Council,-37.9256,145.0757,Southern Metropolitan,10969
Malvern,13 Nicholls St,3,h,1700000,PI,Jellis,27/05/2017,5.9,3144,3,2,0,312,141,1920,Stonnington City Council,-37.86162,145.03065,Southern Metropolitan,4675
Brighton,64 North Rd,4,h,2700000,SP,Nick,19/11/2016,11.2,3186,4,2,2,732,333,1925,Bayside City Council,-37.8987,144.9953,Southern Metropolitan,10579
Glen Waverley,16 Clematis St,4,h,1790000,S,Harcourts,9/9/17,16.7,3150,4,2,2,742,164,1970,Monash City Council,-37.87738,145.18083,Eastern Metropolitan,15321
Maribyrnong,19 Warrs Rd,3,h,1105000,S,Nelson,7/5/16,8.7,3032,3,1,4,762,142,1950,Maribyrnong City Council,-37.7707,144.8924,Western Metropolitan,4918
Doncaster,4/30 Fromhold Dr,3,t,751000,S,McGrath,16/09/2017,12.4,3108,3,2,1,170,139,2010,Manningham City Council,-37.78267,145.14278,Eastern Metropolitan,9028
Kealba,46 Bundeena Av,4,h,800000,SP,Brad,3/3/18,14,3021,4,2,2,526,186,1990,Brimbank City Council,-37.73152,144.82612,Western Metropolitan,1202
Preston,1 George St,3,h,735000,S,hockingstuart,8/10/16,8.8,3072,3,1,2,369,94,1950,Darebin City Council,-37.7359,144.985,Northern Metropolitan,14577
Coburg,8 Gilbert St,3,h,1260000,S,Jellis,19/11/2016,7.8,3058,3,2,0,407,230,1930,Darebin City Council,-37.7471,144.9579,Northern Metropolitan,11204
Ascot Vale,78 The Parade,3,h,1440000,S,Nelson,11/2/17,5.9,3032,3,1,1,487,131,1900,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan,6567
Brighton,15 Newbay Cr,5,h,5150000,PI,Buxton,18/11/2017,10.5,3186,5,3,4,662,513,2005,Bayside City Council,-37.9059,144.992,Southern Metropolitan,10579
Wantirna South,5 Fewster Dr,5,h,1250000,S,OBrien,11/11/17,14.7,3152,5,2,2,704,202,1980,Knox City Council,-37.8833,145.2247,Eastern Metropolitan,7082
Maribyrnong,28 Blair St,2,t,400000,PI,Rendina,24/09/2016,8.7,3032,2,1,2,54,85,2000,Maribyrnong City Council,-37.774,144.8797,Western Metropolitan,4918
Moonee Ponds,25 Buckley St,3,h,1170000,S,Re,8/10/16,6.9,3039,3,1,1,443,102,1930,Moonee Valley City Council,-37.7585,144.928,Western Metropolitan,6232
Burnside Heights,11 Cooma Pl,4,h,575000,SP,Barry,11/11/17,14.8,3023,4,2,2,368,165,2007,Melton City Council,-37.7366,144.7492,Western Metropolitan,1686
Mill Park,411 Childs Rd,3,h,668000,SP,The,7/10/17,17.9,3082,3,2,2,620,140,1980,Whittlesea City Council,-37.6703,145.06791,Northern Metropolitan,10529
Lalor,1 Willard Ct,3,h,685500,S,HAR,14/10/2017,16.3,3075,3,2,1,555,150,1960,Whittlesea City Council,-37.66281,145.01185,Northern Metropolitan,8279
Kew East,65 Munro St,4,h,2400000,VB,Jellis,17/03/2018,7.3,3102,4,2,2,808,280,1939,Boroondara City Council,-37.78783,145.06274,Southern Metropolitan,2671
Caroline Springs,25 Coppin La,4,h,870000,S,Barry,12/8/17,14.8,3023,4,2,2,463,307,2012,Melton City Council,-37.73531,144.74335,Western Metropolitan,7719
Glenroy,2/15 Ogden St,3,t,525000,S,Jellis,1/7/17,11.2,3046,3,1,1,194,133,2011,Moreland City Council,-37.70168,144.94862,Northern Metropolitan,8870
Newport,108 Mason St,4,t,820000,S,Sweeney,27/06/2016,8.4,3015,4,2,2,753,204,2006,Hobsons Bay City Council,-37.8413,144.8741,Western Metropolitan,5498
Sunbury,23 Higgs Cct,3,h,516500,S,Barry,6/1/18,31.7,3429,3,2,2,608,162,2005,Hume City Council,-37.58796,144.70044,Western Metropolitan,14092
Fawkner,5A Edward St,2,t,515000,SP,Alexkarbon,3/9/17,13.1,3060,2,1,2,177,84,2013,Hume City Council,-37.70982,144.96397,Northern Metropolitan,5070
Melton,21D Yuille St,5,h,710000,PI,Ryder,26/08/2017,31.7,3337,5,2,2,1670,280,2000,Melton City Council,-37.67813,144.59292,Western Victoria,3600
Camberwell,2/25 Hazel St,2,u,900000,S,Jellis,17/09/2016,7.8,3124,2,1,1,150,88,1970,Boroondara City Council,-37.8438,145.066,Southern Metropolitan,8920
Glenroy,23 Cromwell St,3,h,660000,S,Barry,28/08/2016,13,3046,3,1,2,657,116,1950,Moreland City Council,-37.7019,144.9225,Northern Metropolitan,8870
Beaumaris,28 Rossmith Av,6,h,1776000,S,Ray,11/11/17,17.3,3193,6,4,2,695,241,1980,Bayside City Council,-37.9785,145.0518,Southern Metropolitan,5366
Strathmore,186 Mascoma St,5,h,910000,SP,Brad,8/4/17,9.7,3041,5,2,2,533,204,1965,Moonee Valley City Council,-37.7189,144.9044,Western Metropolitan,3284
Wallan,2A Windham St,3,h,430000,SP,Barry,20/01/2018,44.2,3756,3,2,2,683,146,1990,Mitchell Shire Council,-37.41953,144.98206,Northern Victoria,3988
Epping,16 Dunolly St,4,h,681000,SP,Stockdale,24/02/2018,19.6,3076,4,3,2,350,210,2008,Whittlesea City Council,-37.63014,145.02428,Northern Metropolitan,10926
Glen Waverley,2/32 Wilson Rd,3,u,1000000,PI,McGrath,22/07/2017,16.7,3150,3,2,2,365,124,1996,Monash City Council,-37.88599,145.17031,Eastern Metropolitan,15321
Newport,10 Crawford St,1,h,643700,SP,Greg,28/08/2016,8.4,3015,1,1,0,129,45,1900,Hobsons Bay City Council,-37.8491,144.8903,Western Metropolitan,5498
Mount Waverley,5 Armstrong St,3,h,1200000,VB,McGrath,24/06/2017,14.2,3149,3,1,4,807,117,1196,Monash City Council,-37.86788,145.12121,Eastern Metropolitan,13366
Hadfield,3A Neil St,2,t,595000,S,Eview,8/7/17,11.2,3046,2,2,1,201,111,2005,Moreland City Council,-37.71147,144.93927,Northern Metropolitan,2606
Brunswick East,81 Barkly St,2,h,1190000,S,Nelson,10/2/18,4,3057,2,1,0,160,89,1900,Moreland City Council,-37.77739,144.97361,Northern Metropolitan,5533
Footscray,4 Adelaide St,4,h,1225000,SP,Nelson,3/12/16,6.4,3011,4,2,1,319,130,1915,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570
Essendon,38C Fletcher St,3,h,1210000,S,Nelson,17/03/2018,7.5,3040,3,2,2,207,181,2000,Moonee Valley City Council,-37.75451,144.92179,Western Metropolitan,9264
Ascot Vale,18 Ascot St,3,h,870000,PI,Nelson,9/9/17,4.3,3032,3,2,3,388,92,1950,Moonee Valley City Council,-37.7822,144.92042,Western Metropolitan,6567
Brighton East,174 South Rd,3,h,1680000,SP,Buxton,12/8/17,10.3,3187,3,1,2,605,181,1920,Bayside City Council,-37.93063,145.01314,Southern Metropolitan,6938
Yarraville,87 Stephen St,3,h,1200000,PI,Sweeney,14/10/2017,6.3,3013,3,2,1,219,151,1900,Maribyrnong City Council,-37.81547,144.89475,Western Metropolitan,6543
Keilor,10 Melville Cl,3,h,678500,S,Daniel,9/9/17,14.5,3036,3,1,2,539,104,1975,Brimbank City Council,-37.71296,144.82223,Western Metropolitan,2339
Werribee,48 Conquest Dr,4,h,680000,SP,Greg,24/02/2018,14.7,3030,4,2,2,634,202,2003,Wyndham City Council,-37.8917,144.66725,Western Metropolitan,16166
Elwood,2/481 St Kilda St,3,t,1360000,S,hockingstuart,27/05/2017,7.2,3184,3,2,2,797,175,1997,Port Phillip City Council,-37.8867,144.99141,Southern Metropolitan,8989
Kew,6 Carson St,4,h,3300000,SP,Jellis,26/08/2017,5.4,3101,4,3,2,741,281,1920,Boroondara City Council,-37.81031,145.01955,Southern Metropolitan,10331
Delahey,10 Alexander Cl,3,h,560000,S,YPA,15/07/2017,18,3037,3,2,2,543,153,1995,Brimbank City Council,-37.7143,144.77096,Western Metropolitan,2898
Brighton East,4 Vincent St,3,h,1480000,S,hockingstuart,7/11/16,10.7,3187,3,2,2,697,143,1925,Bayside City Council,-37.9269,145.0274,Southern Metropolitan,6938
Dandenong,52 Willum Wy,4,h,760000,S,Del,11/11/17,24.7,3175,4,2,2,571,192,2014,Greater Dandenong City Council,-37.9984,145.1962,South-Eastern Metropolitan,10894
Sunbury,19 Muirfield Dr,3,h,475000,S,Leeburn,29/07/2017,31.7,3429,3,1,4,754,131,1985,Hume City Council,-37.58442,144.75565,Western Metropolitan,14092
Preston,178 Raglan St,2,h,920000,SP,hockingstuart,16/04/2016,8.8,3072,2,2,2,516,97,1935,Darebin City Council,-37.7497,145.011,Northern Metropolitan,14577
Hampton,57 Holyrood St,4,h,3100000,S,Buxton,9/12/17,13.8,3188,4,2,2,804,225,1915,Bayside City Council,-37.93326,144.99995,Southern Metropolitan,5454
Kooyong,707 Toorak Rd,4,h,3080000,SP,Jellis,26/08/2017,5.9,3144,4,2,3,620,339,1930,Stonnington City Council,-37.84391,145.03376,Southern Metropolitan,394
Canterbury,31 Rubens Gr,5,h,2900000,PI,Jellis,7/5/16,9,3126,5,2,2,795,297,1910,Boroondara City Council,-37.8181,145.0668,Southern Metropolitan,3265
Hillside,4 Whitmore Pl,3,h,485000,SP,Brad,3/6/17,18,3037,3,2,1,453,153,1997,Brimbank City Council,-37.68811,144.74999,Western Metropolitan,5556
Glen Iris,16 Flowerdale Rd,5,h,2000000,PI,Marshall,14/05/2016,9.2,3146,5,3,1,696,248,1920,Boroondara City Council,-37.8563,145.0709,Southern Metropolitan,10412
Albert Park,46 Withers St,2,h,1190000,S,RT,29/04/2017,3.3,3206,2,1,0,111,70,1915,Port Phillip City Council,-37.8445,144.9489,Southern Metropolitan,3280
Kensington,32 Epsom Rd,2,h,825000,S,Rendina,14/05/2016,4.2,3031,2,1,1,211,88,1915,Melbourne City Council,-37.7925,144.9264,Northern Metropolitan,5263
Canterbury,21 Marden St,3,h,1640000,PI,Marshall,15/10/2016,9,3126,3,3,2,352,207,1997,Boroondara City Council,-37.827,145.0737,Southern Metropolitan,3265
Glenroy,7/56 Golf Links Rd,1,u,362500,SP,Brad,27/05/2017,11.2,3046,1,1,1,124,75,1980,Moreland City Council,-37.70917,144.92291,Northern Metropolitan,8870
Glen Iris,2/8 Lithgow St,2,u,910000,S,Fletchers,29/04/2017,9.2,3146,2,1,1,157,97,1970,Boroondara City Council,-37.8499,145.0814,Southern Metropolitan,10412
Glenroy,107 Glenroy Rd,4,h,1000000,PI,Barry,27/11/2016,13,3046,4,2,8,977,304,1935,Moreland City Council,-37.7063,144.9273,Northern Metropolitan,8870
Carnegie,2/59 Moonya Rd,3,u,920000,SP,Woodards,17/09/2016,11.4,3163,3,2,1,283,250,2005,Glen Eira City Council,-37.8974,145.0622,Southern Metropolitan,7822
Newport,45 Woods St,3,h,1237500,S,Greg,24/02/2018,6.2,3015,3,1,3,505,134,1930,Hobsons Bay City Council,-37.84589,144.8768,Western Metropolitan,5498
Ashwood,1/7 Queens Pde,2,u,822000,S,Marshall,8/4/17,12.2,3147,2,1,1,78,59,1970,Monash City Council,-37.8677,145.0981,Southern Metropolitan,2894
Brighton,23a Chelsea St,3,u,1352500,S,hockingstuart,28/08/2016,11.2,3186,2,2,1,280,110,1993,Bayside City Council,-37.91,144.989,Southern Metropolitan,10579
Ascot Vale,125 Epsom Rd,4,h,1100000,VB,Nelson,15/10/2016,5.9,3032,4,2,5,559,195,1920,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan,6567
Carnegie,42 Elimatta Rd,3,h,1450000,VB,Gary,27/05/2017,10.1,3163,3,2,2,621,167,1940,Glen Eira City Council,-37.90262,145.05709,Southern Metropolitan,7822
Pakenham,132 McGregor Rd,3,h,493000,S,iTRAK,14/10/2017,47.3,3810,3,2,2,648,166,2004,Cardinia Shire Council,-38.08547,145.47262,Eastern Victoria,17384
Newport,75 Woods St,4,h,1620000,S,Williams,14/05/2016,8.4,3015,4,3,1,425,233,2015,Hobsons Bay City Council,-37.8456,144.8741,Western Metropolitan,5498
Albert Park,17 Reed St,3,h,1740000,PI,Marshall,28/08/2016,3.3,3206,3,2,2,147,134,1890,Port Phillip City Council,-37.8448,144.9453,Southern Metropolitan,3280
Melton South,3 Francis St,4,h,347500,S,hockingstuart,27/05/2017,29.8,3338,4,2,1,587,149,1990,Melton City Council,-37.69392,144.57468,Western Victoria,4718
Armadale,20 Kooyong Rd,3,t,1715000,SP,Marshall,16/09/2017,6.3,3143,3,3,1,1889,141,1920,Stonnington City Council,-37.86109,145.01994,Southern Metropolitan,4836
Brunswick,369 Barkly St,2,h,1315000,S,Nelson,3/6/17,5.2,3056,2,1,1,234,106,1910,Moreland City Council,-37.77539,144.95576,Northern Metropolitan,11918
Doncaster,4/20 Wetherby Rd,2,u,452000,S,Parkes,23/04/2016,13.9,3108,2,1,1,67,68,1975,Manningham City Council,-37.7887,145.1436,Eastern Metropolitan,9028
Mordialloc,3/2 Woods Av,1,u,309000,S,Barry,22/07/2017,21.5,3195,1,1,1,57,42,1978,Kingston City Council,-38.00331,145.09425,South-Eastern Metropolitan,3650
Hawthorn East,13 Clive Rd,4,h,2450000,VB,Jellis,22/05/2016,7.5,3123,3,3,2,523,316,1955,Boroondara City Council,-37.8319,145.0503,Southern Metropolitan,6482
Bayswater,1/20 Kumala Rd,2,u,520000,S,Ray,8/7/17,23.2,3153,2,1,1,158,69,1975,Knox City Council,-37.845,145.25624,Eastern Metropolitan,5030
Carnegie,5/12 Judith St,1,u,286000,PI,Gary,8/7/17,10.1,3163,1,1,1,314,45,1960,Glen Eira City Council,-37.90321,145.0555,Southern Metropolitan,7822
Caulfield South,2/203 Booran Rd,2,u,790000,S,Gary,26/08/2017,8.7,3162,2,1,1,919,82,2010,Glen Eira City Council,-37.8981,145.03551,Southern Metropolitan,5051
Kew,21 Grandview Tce,4,h,1800000,VB,Kay,17/09/2016,5.6,3101,5,2,2,586,187,1940,Boroondara City Council,-37.7933,145.0343,Southern Metropolitan,10331
Hampton,10 Wales St,3,h,1615000,S,Charlton,24/02/2018,13.8,3188,3,2,2,340,183,2000,Bayside City Council,-37.9445,145.01609,Southern Metropolitan,5454
Preston,173 Raglan St,5,h,1350000,S,RW,24/06/2017,8.4,3072,5,3,4,525,266.76,2014,Darebin City Council,-37.75017,145.01204,Northern Metropolitan,14577
Southbank,308/18 Kavanagh St,1,u,455000,S,Greg,11/2/17,1.2,3006,1,1,0,760,70,2007,Melbourne City Council,-37.8228,144.9661,Southern Metropolitan,8400
Doncaster,18 Roseland Gr,3,h,1152500,S,Barry,19/11/2016,13.9,3108,3,2,2,648,129,1980,Manningham City Council,-37.7798,145.1368,Eastern Metropolitan,9028
Airport West,85 Roberts Rd,4,h,900000,S,Harcourts,27/11/2016,13.5,3042,4,2,3,628,146,1975,Moonee Valley City Council,-37.7256,144.8739,Western Metropolitan,3464
Wantirna South,6 Matilda Av,3,h,1050000,S,OBrien,11/11/17,14.7,3152,3,2,2,687,124,1985,Knox City Council,-37.8674,145.2241,Eastern Metropolitan,7082
Epping,23 Longwood Dr,4,h,680000,S,Harcourts,17/06/2017,19.6,3076,4,2,2,656,166,1980,Whittlesea City Council,-37.63878,145.05577,Northern Metropolitan,10926
Fitzroy,8/98 George St,1,u,420000,S,Caine,25/02/2017,1.6,3065,1,1,1,782,42,1975,Yarra City Council,-37.8055,144.9809,Northern Metropolitan,5825
Brunswick,222 Barkly St,5,h,2500000,S,Jellis,19/11/2016,5.2,3056,5,2,2,555,266,1890,Moreland City Council,-37.7767,144.9645,Northern Metropolitan,11918
Murrumbeena,22 Victory St,3,h,1090000,S,Gary,27/11/2016,12.1,3163,3,2,2,553,138,1960,Glen Eira City Council,-37.9031,145.0668,Southern Metropolitan,4442
Werribee,46 Coventry Dr,4,h,482500,S,YPA,29/07/2017,14.7,3030,4,2,0,533,170,1980,Wyndham City Council,-37.89337,144.64003,Western Metropolitan,16166
Moonee Ponds,1a Ardmillan Rd,3,h,1250000,S,Raine,23/04/2016,6.9,3039,3,2,1,283,222,2002,Moonee Valley City Council,-37.7638,144.9175,Western Metropolitan,6232
Pascoe Vale,1/30 Archibald St,2,u,488000,S,Nelson,14/05/2016,9.9,3044,3,1,2,219,84,2001,Moreland City Council,-37.7283,144.9331,Northern Metropolitan,7485
Bulleen,130 Manningham Rd,3,h,880000,PI,Barry,4/6/16,11.8,3105,3,2,2,514,190,1960,Manningham City Council,-37.7683,145.0959,Eastern Metropolitan,4480
South Melbourne,1211/50 Albert Rd,2,u,530000,VB,Greg,3/6/17,1.9,3205,2,1,1,1646,52,2012,Port Phillip City Council,-37.83406,144.97131,Southern Metropolitan,5943
Glenroy,29 Moonee Bvd,3,h,570000,PI,Barry,24/09/2016,13,3046,3,2,2,585,146,1975,Moreland City Council,-37.6977,144.9071,Northern Metropolitan,8870
Eaglemont,1/16 Cape St,2,u,525000,S,Miles,14/05/2016,10.3,3084,2,1,1,79,70,1970,Banyule City Council,-37.7612,145.0663,Eastern Metropolitan,1651
Bentleigh East,1/41 Elizabeth St,3,u,1025000,S,Woodards,4/3/17,13.9,3165,3,2,2,384,120,1999,Glen Eira City Council,-37.9229,145.0557,Southern Metropolitan,10969
Westmeadows,7 Pershore Ct,3,h,570000,SP,Barry,21/10/2017,16.5,3049,3,1,2,468,104,1980,Hume City Council,-37.68047,144.88503,Northern Metropolitan,2474
Preston,23 Dean St,4,h,1260000,SP,Nelson,14/05/2016,8.8,3072,4,3,2,654,150,1950,Darebin City Council,-37.7365,145.0173,Northern Metropolitan,14577
Mill Park,2/7 Bradley Dr,2,h,428000,S,Ray,24/06/2017,17.9,3082,2,1,1,389,104,2005,Whittlesea City Council,-37.65623,145.07431,Northern Metropolitan,10529
Ringwood East,6 Victoria St,4,h,1200000,S,Real,3/6/17,21.3,3135,4,1,1,833,151,1960,Maroondah City Council,-37.81186,145.25419,Eastern Metropolitan,4407
Greensborough,10 Avandina Cr,4,h,1120000,S,Morrison,17/03/2018,16.1,3088,4,2,2,771,197,1980,Banyule City Council,-37.69216,145.11166,Northern Metropolitan,8524
Burwood,3/124 Highbury Rd,3,t,702000,S,Barry,28/08/2016,11.7,3125,3,2,1,170,106,2001,Monash City Council,-37.8554,145.1089,Southern Metropolitan,5678
Pascoe Vale,3/191 Sussex St,2,t,410000,VB,Brad,23/04/2016,9.9,3044,2,1,1,105,88,2014,Moreland City Council,-37.7233,144.9507,Northern Metropolitan,7485
Bentleigh East,3 Pollina St,4,h,1640000,S,Buxton,18/11/2017,13.8,3165,4,2,2,581,206,2013,Glen Eira City Council,-37.9261,145.0506,Southern Metropolitan,10969
Cremorne,14 Dover St,2,h,930000,S,hockingstuart,16/07/2016,2.5,3121,2,1,1,125,68,1900,Yarra City Council,-37.8258,144.992,Northern Metropolitan,1123
Bentleigh East,12 Millard St,4,h,1115000,SP,Buxton,19/11/2016,13.9,3165,4,2,2,575,160,1960,Glen Eira City Council,-37.9274,145.0654,Southern Metropolitan,10969
Armadale,16 Bailey Av,4,h,4060000,S,Marshall,26/08/2017,6.3,3143,4,2,1,574,191,1910,Stonnington City Council,-37.86325,145.02422,Southern Metropolitan,4836
Frankston North,17 Windoo St,3,h,611000,S,Ray,1/7/17,36.9,3200,3,2,1,691,109,1960,Frankston City Council,-38.11948,145.14928,Eastern Victoria,2500
Balwyn,142 Balwyn Rd,2,h,1850000,VB,Fletchers,6/8/16,9.7,3103,3,1,1,1015,166,1930,Boroondara City Council,-37.8074,145.0826,Southern Metropolitan,5682
Collingwood,81 Easey St,2,h,900000,VB,Jellis,27/05/2017,2,3066,2,1,0,139,78,1890,Yarra City Council,-37.79812,144.98873,Northern Metropolitan,4553
Flemington,127 Princes St,3,h,820000,PI,Jellis,9/9/17,3.4,3031,3,1,0,185,98,1900,Melbourne City Council,-37.78449,144.93482,Northern Metropolitan,3593
Cheltenham,4 Courtney St,5,h,1495000,S,Hodges,18/11/2017,17.9,3192,5,2,3,557,166,1950,Bayside City Council,-37.9695,145.0593,Southern Metropolitan,9758
Point Cook,23 Bevan Ct,5,h,660000,S,Reliance,1/7/17,14.7,3030,5,2,2,571,227.6,2011,Wyndham City Council,-37.89467,144.72018,Western Metropolitan,15542
Newport,1/94 The Strand,3,h,1400000,PI,Greg,7/5/16,8.4,3015,3,2,3,2522,195,2006,Hobsons Bay City Council,-37.8462,144.8944,Western Metropolitan,5498
Oakleigh South,4 Angus Ct,4,h,986000,S,Ray,28/10/2017,15.5,3167,4,2,1,541,155,1995,Kingston City Council,-37.94082,145.09671,South-Eastern Metropolitan,3692
Seaford,17 Northcote St,3,h,850000,S,hockingstuart/hockingstuart,9/12/17,35.4,3198,3,1,3,700,118,1960,Frankston City Council,-38.09491,145.13469,South-Eastern Metropolitan,8077
Pascoe Vale,1/5 Farringdon St,3,t,790000,S,Brad,12/11/16,9.9,3044,3,3,1,291,175,2009,Moreland City Council,-37.7271,144.9261,Northern Metropolitan,7485
Brighton East,27 Arnold Rd,4,h,2200000,PI,Buxton,18/06/2016,10.7,3187,4,2,2,654,286,2000,Bayside City Council,-37.9292,145.0236,Southern Metropolitan,6938
West Footscray,510 Barkly St,4,h,832000,S,Jas,24/02/2018,6.4,3012,4,1,1,219,113,1910,Maribyrnong City Council,-37.79761,144.88053,Western Metropolitan,5058
Sunshine West,30 Hall St,3,h,620000,S,Bells,8/10/16,13.5,3020,3,1,4,699,125,1960,Brimbank City Council,-37.7905,144.8033,Western Metropolitan,6763
Hoppers Crossing,8 Stella Wy,3,h,475000,S,Wyndham,17/03/2018,18.4,3029,3,1,1,345,180,2003,Wyndham City Council,-37.87161,144.69305,Western Metropolitan,13830
Kingsville,104 Williamstown Rd,2,h,677500,S,Jas,7/5/16,7.8,3012,2,1,1,224,89,1915,Maribyrnong City Council,-37.8083,144.8841,Western Metropolitan,1808
Avondale Heights,9 Thompson St,4,h,934000,S,Moonee,15/07/2017,9.5,3034,4,2,1,581,163,1975,Moonee Valley City Council,-37.76421,144.85594,Western Metropolitan,4502
Prahran,5 Bayview St,2,h,1000000,PI,hockingstuart,11/11/17,4.6,3181,2,1,0,115,68,1890,Stonnington City Council,-37.8518,145.0032,Southern Metropolitan,7717
Glenroy,19 Wheatsheaf Rd,3,h,895000,S,Barry,6/5/17,13,3046,3,1,2,697,148,1955,Moreland City Council,-37.7097,144.9256,Northern Metropolitan,8870
Brighton East,3/87 Thomas St,2,u,890000,S,Hodges,12/8/17,10.3,3187,2,1,2,275,106,1970,Bayside City Council,-37.91106,145.02394,Southern Metropolitan,6938
Brighton East,32 Clive St,2,h,1262000,S,Hodges,6/1/18,10.3,3187,2,1,2,440,103,1930,Bayside City Council,-37.91444,145.02076,Southern Metropolitan,6938
Northcote,41 Johnson St,2,h,1340000,S,McGrath,28/08/2016,5.5,3070,2,1,1,297,108,1910,Darebin City Council,-37.7627,144.9986,Northern Metropolitan,11364
Tullamarine,1/171 Melrose Dr,3,h,615500,S,hockingstuart,29/07/2017,12.9,3043,3,2,1,238,118,2011,Brimbank City Council,-37.70322,144.88236,Western Metropolitan,3296
Brighton East,5 Tuxen Ct,5,h,1655000,S,Buxton,27/11/2016,10.7,3187,5,2,2,679,288,1950,Bayside City Council,-37.9291,145.0283,Southern Metropolitan,6938
Brighton East,2a Hurlstone St,2,t,1014000,S,Buxton,30/07/2016,10.7,3187,2,1,1,267,131,1990,Bayside City Council,-37.9055,145.0173,Southern Metropolitan,6938
Ivanhoe,6/14 Athelstane Gr,2,u,587000,S,Miles,12/11/16,7.9,3079,2,1,1,721,78,1960,Banyule City Council,-37.7634,145.0406,Eastern Metropolitan,5549
Melton South,19 Garfield Cl,3,h,431500,S,hockingstuart,4/11/17,29.8,3338,3,1,4,738,86,1990,Melton City Council,-37.7113,144.5622,Western Victoria,4718
South Kingsville,58 Kernot St,4,t,915000,SP,Sweeney,16/04/2016,9.1,3015,4,3,1,662,265,2016,Hobsons Bay City Council,-37.8307,144.8725,Western Metropolitan,984
Brunswick,2 Chambers St,3,h,1691500,S,Nelson,17/09/2016,5.2,3056,3,2,3,470,152,1920,Moreland City Council,-37.7788,144.9688,Northern Metropolitan,11918
Kew,3 Oshaughnessy St,3,h,1905000,S,Abercromby's,14/05/2016,5.6,3101,4,2,2,591,190,1910,Boroondara City Council,-37.812,145.0268,Southern Metropolitan,10331
Fitzroy North,92 Scotchmer St,2,h,1008000,S,LITTLE,6/8/16,3.5,3068,2,1,1,150,77,1890,Moreland City Council,-37.7833,144.9819,Northern Metropolitan,6244
Scoresby,103 Berrabri Dr,4,h,1358000,S,Barry,24/02/2018,22.2,3179,4,4,2,658,105,1975,Knox City Council,-37.89237,145.22191,Eastern Metropolitan,2206
Kingsbury,1/21 The Fairway,3,u,480000,PI,Darren,3/12/16,12.4,3083,3,2,1,218,110,2004,Darebin City Council,-37.7133,145.0374,Northern Metropolitan,1414
Ashwood,47 Ashwood Dr,4,h,1680000,S,Jellis,17/06/2017,10.2,3147,4,3,3,726,194,1958,Monash City Council,-37.85842,145.10288,Southern Metropolitan,2894
Bentleigh,210 Centre Rd,4,h,1895000,S,Jellis,19/08/2017,11.4,3204,4,2,2,557,220,1920,Glen Eira City Council,-37.91741,145.02873,Southern Metropolitan,6795
Maidstone,20 Jackson St,3,h,930000,S,Jas,15/07/2017,6.4,3012,3,1,4,545,116,1940,Maribyrnong City Council,-37.78571,144.87346,Western Metropolitan,3873
Brighton East,92 Thomas St,5,h,3207000,S,hockingstuart,10/12/16,10.7,3187,5,5,3,1561,272,1969,Bayside City Council,-37.9102,145.0245,Southern Metropolitan,6938
Brunswick,146 Donald St,3,h,1325000,S,Jellis,23/09/2017,5.2,3056,3,1,1,331,120,1920,Moreland City Council,-37.75877,144.97316,Northern Metropolitan,11918
Preston,2/2 Josephine Gr,2,u,440000,SP,Love,21/10/2017,8.4,3072,2,1,1,706,65,1970,Darebin City Council,-37.73543,145.0162,Northern Metropolitan,14577
Balaclava,3/33 Gourlay St,2,u,540000,VB,McGrath,27/06/2016,6.6,3183,2,1,1,483,51,1970,Port Phillip City Council,-37.8727,144.9969,Southern Metropolitan,2952
Croydon,34 Ruskin Av,4,h,730000,VB,Fletchers,3/9/17,23,3136,4,2,2,655,184,1965,Maroondah City Council,-37.79725,145.29651,Eastern Metropolitan,11925
